"","i","j","diff_mean"
"746","Cie16Mis","Sch12Reg",0.310790445008101
"948","Dim09Urb","Soo07Urb",0.310928149578285
"635","Bre15Int","Par85Jou",0.311289843319709
"981","Eec04The","Nau03Jou",0.311438600263592
"571","Bre00Cyb","Mal80Env",0.311468061866114
"932","Dim09Urb","Mor13Tex",0.311900503212846
"180","And05Reg","Roz11Ame",0.312147520074285
"499","Bra99Jou","Gan06Eco",0.312653891367638
"1099","Faz15Jou","Hol10Nat",0.312716740585325
"2002","Pen10Phy","Ziq16Asi",0.314097510256632
"1731","Li_16Wor","Mal80Env",0.315081729720938
"896","Del13Eur","Sch12Reg",0.315665626397433
"10","Alp89Jou","Bre15Int",0.316285033878516
"488","Bra99Jou","Cie16Mis",0.316299764679777
"270","Bat01Urb","Gan13Eco",0.316320043918353
"1254","Gan06Eco","Son02Urb",0.316326771148756
"1040","Ett87Env","Soo05Reg",0.31675771777876
"1370","Gon10Jou","She12Com",0.317177653179628
"595","Bre00Cyb","Ziq16Asi",0.317359267427735
"252","Bat01Urb","Bla03Jou",0.31777431788602
"1686","Kum14Jou","Oka79Reg",0.318379262791145
"1147","Gab11Jou","Kra98Urb",0.318522011640407
"656","Cam90Jou","Ett87Env",0.319378502143361
"1623","Kra98Urb","Mir86Urb",0.319864618584979
"748","Cie16Mis","Son02Urb",0.319972644460895
"1003","Ett87Env","Gab99Qua",0.320350735026598
"1755","Li_16Wor","Ziq16Asi",0.320972935282558
"491","Bra99Jou","Del13Eur",0.32117494606911
"1106","Faz15Jou","Kum14Jou",0.321320381898032
"1016","Ett87Env","Kru96Jou",0.321322967909835
"323","Ber12Cit","Ett87Env",0.321647045537581
"928","Dim09Urb","Mal80Env",0.321676507140103
"1929","Nis08Jou","Par83Jou",0.32225992419542
"817","Del04Con","Gon10Jou",0.322268685350802
"1585","Knu01Ame","Kra98Urb",0.323753550117928
"170","And05Reg","Mor13Tow",0.32381431467313
"1122","Faz15Jou","Pop74Sov",0.324269259040327
"898","Del13Eur","Son02Urb",0.324847825850227
"259","Bat01Urb","Cra05Con",0.325609778666837
"1931","Nis08Jou","Pen10Phy",0.327100107717959
"1948","Oka79Reg","Pop74Sov",0.327210378147215
"1952","Oka79Reg","Sch12Reg",0.32731840402313
"952","Dim09Urb","Ziq16Asi",0.327567712701723
"1242","Gan06Eco","Nau03Jou",0.328857772754922
"142","And05Reg","Eec04The",0.32899955671706
"1482","Hol10Nat","Sua80Jou",0.329220279143178
"648","Bre15Int","XuZ09Urb",0.329781393993997
"289","Bat01Urb","Mod15Qua",0.32998825205426
"1126","Faz15Jou","Sch12Reg",0.330259523130017
"578","Bre00Cyb","Nis08Jou",0.330361864889062
"1266","Gan13Eco","Ign15Dis",0.33223814776117
"301","Bat01Urb","Roz11Ame",0.332406422778737
"736","Cie16Mis","Nau03Jou",0.332503646067061
"524","Bra99Jou","Oka79Reg",0.332827723694806
"393","Bla03Jou","Ign15Dis",0.333692421728837
"430","Bos08Reg","Bre15Int",0.333799956578043
"1345","Gon10Jou","Kam90Jou",0.333873610584349
"1738","Li_16Wor","Nis08Jou",0.333975532743885
"1034","Ett87Env","Pum15Cyb",0.334934228275153
"1022","Ett87Env","Man16Reg",0.335638256012527
"496","Bra99Jou","Faz15Jou",0.335768842801694
"1954","Oka79Reg","Son02Urb",0.336500603475924
"1384","Gue95Urb","Kra98Urb",0.336635635820818
"886","Del13Eur","Nau03Jou",0.337378827456393
"215","Ara14Eco","Hol10Nat",0.337813332988323
"1699","Kum14Jou","Sua80Jou",0.337823920455885
"1367","Gon10Jou","Ros80Jou",0.338532752583238
"892","Del13Eur","Pop74Sov",0.338863155772911
"610","Bre15Int","Gie10Jou",0.338944688918506
"1128","Faz15Jou","Son02Urb",0.339441722582811
"935","Dim09Urb","Nis08Jou",0.340570310163051
"771","Cra05Con","Ign15Dis",0.341527882509654
"1055","Ezz15Rev","Hol10Nat",0.341745597129922
"1638","Kra98Urb","She12Com",0.343648903045945
"742","Cie16Mis","Pop74Sov",0.343738337162244
"291","Bat01Urb","Mor13Tow",0.344073217377581
"1498","Ign15Dis","Mod15Qua",0.345906355897077
"222","Ara14Eco","Kum14Jou",0.34641697430103
"148","And05Reg","Gan06Eco",0.34641872920839
"1341","Gon10Jou","Gul12Age",0.346623119075889
"2049","Sch12Reg","Sua80Jou",0.34676306168787
"1248","Gan06Eco","Pop74Sov",0.347384210474383
"1510","Ign15Dis","Roz11Ame",0.348324526621554
"89","Ama14Int","Gon10Jou",0.348486565435427
"825","Del04Con","Kra98Urb",0.348739935217119
"1363","Gon10Jou","Par85Jou",0.348985963747035
"1911","Nau03Jou","Oka79Reg",0.34903160508209
"263","Bat01Urb","Eec04The",0.349258459421512
"137","And05Reg","Cie16Mis",0.350064602520529
"1062","Ezz15Rev","Kum14Jou",0.350349238442629
"1481","Hol10Nat","Soo07Urb",0.351395262400068
"1116","Faz15Jou","Nau03Jou",0.351972724188977
"537","Bra99Jou","Sua80Jou",0.352272381359547
"1465","Hol10Nat","Mor13Tex",0.352367616034629
"634","Bre15Int","Par83Jou",0.353082575428911
"26","Alp89Jou","Gon10Jou",0.353981154305842
"140","And05Reg","Del13Eur",0.354939783909862
"242","Ara14Eco","Sch12Reg",0.355356115533014
"2062","Son02Urb","Sua80Jou",0.355945261140664
"636","Bre15Int","Pen10Phy",0.35792275895145
"1082","Ezz15Rev","Sch12Reg",0.359288379674614
"1500","Ign15Dis","Mor13Tow",0.359991321220398
"1698","Kum14Jou","Soo07Urb",0.359998903712775
"1554","Kam90Jou","Kra98Urb",0.360344860450666
"1005","Ett87Env","Gan13Eco",0.360653863393961
"194","Ara14Eco","Bra99Jou",0.360865435204691
"1682","Kum14Jou","Mor13Tex",0.360971257347336
"541","Bre00Cyb","Bre15Int",0.361184516122553
"381","Bla03Jou","Ett87Env",0.362108137361628
"1461","Hol10Nat","Mal80Env",0.362143619961886
"244","Ara14Eco","Son02Urb",0.364538314985809
"495","Bra99Jou","Ezz15Rev",0.36479769934629
"623","Bre15Int","Li_16Wor",0.364798183977376
"987","Eec04The","Pop74Sov",0.364803382965713
"1635","Kra98Urb","Ros80Jou",0.365004002449555
"965","Eec04The","Ign15Dis",0.365176563264329
"173","And05Reg","Oka79Reg",0.366592561535559
"269","Bat01Urb","Gan06Eco",0.366677631912842
"1376","Gon10Jou","XuZ09Urb",0.367477514421323
"1485","Hol10Nat","Ziq16Asi",0.368034825523507
"1084","Ezz15Rev","Son02Urb",0.368470579127408
"1924","Nau03Jou","Sua80Jou",0.36847626274683
"2048","Sch12Reg","Soo07Urb",0.36893804494476
"145","And05Reg","Faz15Jou",0.369533680642446
"1882","Mor13Tex","Sch12Reg",0.369910398579321
"759","Cra05Con","Ett87Env",0.369943598142445
"1897","Mor13Tow","Pop74Sov",0.369988625009643
"258","Bat01Urb","Cie16Mis",0.370323505224981
"1678","Kum14Jou","Mal80Env",0.370747261274594
"601","Bre15Int","Dim09Urb",0.371392961396541
"446","Bos08Reg","Gon10Jou",0.37149607700537
"1420","Gul12Age","Kra98Urb",0.373094368942206
"1024","Ett87Env","Mod15Qua",0.374322071529868
"536","Bra99Jou","Soo07Urb",0.374447364616436
"97","Ama14Int","Kra98Urb",0.374957815301744
"261","Bat01Urb","Del13Eur",0.375198686614313
"520","Bra99Jou","Mor13Tex",0.375419718250997
"1631","Kra98Urb","Par85Jou",0.375457213613352
"1702","Kum14Jou","Ziq16Asi",0.376638466836214
"1301","Gie10Jou","Gon10Jou",0.376640809345832
"1036","Ett87Env","Roz11Ame",0.376740242254345
"232","Ara14Eco","Nau03Jou",0.377069316591975
"2061","Son02Urb","Soo07Urb",0.378120244397554
"1884","Mor13Tex","Son02Urb",0.379092598032115
"1796","Mal80Env","Sch12Reg",0.379686402506578
"34","Alp89Jou","Kra98Urb",0.380452404172159
"1072","Ezz15Rev","Nau03Jou",0.381001580733574
"1468","Hol10Nat","Nis08Jou",0.381037422984834
"2005","Pop74Sov","Roz11Ame",0.381655419608488
"1226","Gan06Eco","Ign15Dis",0.382595735755659
"1858","Mod15Qua","Pop74Sov",0.384073590332964
"516","Bra99Jou","Mal80Env",0.385195722178255
"2052","Sch12Reg","Ziq16Asi",0.385577608068199
"186","And05Reg","Sua80Jou",0.386037219200299
"720","Cie16Mis","Ign15Dis",0.386241609067798
"294","Bat01Urb","Oka79Reg",0.38685146424001
"1026","Ett87Env","Mor13Tow",0.388407036853189
"793","Cra05Con","Pop74Sov",0.388452063720388
"1798","Mal80Env","Son02Urb",0.388868601959373
"1685","Kum14Jou","Nis08Jou",0.389641064297541
"266","Bat01Urb","Faz15Jou",0.389792583346897
"1923","Nau03Jou","Soo07Urb",0.39065124600372
"1362","Gon10Jou","Par83Jou",0.390778695856237
"540","Bra99Jou","Ziq16Asi",0.391086927739875
"870","Del13Eur","Ign15Dis",0.39111679045713
"1872","Mor13Tex","Nau03Jou",0.391623599638281
"953","Eec04The","Ett87Env",0.39359227889712
"1644","Kra98Urb","XuZ09Urb",0.39394876428764
"128","And05Reg","Ara14Eco",0.394630273045443
"2065","Son02Urb","Ziq16Asi",0.394759807520993
"1364","Gon10Jou","Pen10Phy",0.395618879378776
"415","Bla03Jou","Pop74Sov",0.396287524501205
"1288","Gan13Eco","Pop74Sov",0.397741798468872
"454","Bos08Reg","Kra98Urb",0.397967326871687
"144","And05Reg","Ezz15Rev",0.398562537187042
"1936","Nis08Jou","Sch12Reg",0.398580205529526
"557","Bre00Cyb","Gon10Jou",0.398880636549879
"1786","Mal80Env","Nau03Jou",0.401399603565538
"1351","Gon10Jou","Li_16Wor",0.402494304404702
"1503","Ign15Dis","Oka79Reg",0.402769568082827
"1309","Gie10Jou","Kra98Urb",0.403112059212149
"523","Bra99Jou","Nis08Jou",0.404089525201203
"1100","Faz15Jou","Ign15Dis",0.405710687189714
"307","Bat01Urb","Sua80Jou",0.40629612190475
"1927","Nau03Jou","Ziq16Asi",0.407290809127159
"1938","Nis08Jou","Son02Urb",0.40776240498232
"185","And05Reg","Soo07Urb",0.408212202457189
"914","Dim09Urb","Gon10Jou",0.409089081823868
"169","And05Reg","Mor13Tex",0.40918455609175
"1004","Ett87Env","Gan06Eco",0.41101145138845
"614","Bre15Int","Hol10Nat",0.411860074218325
"708","Cie16Mis","Ett87Env",0.414657324700589
"190","Ara14Eco","Bat01Urb",0.414889175749895
"1630","Kra98Urb","Par83Jou",0.417249945722554
"265","Bat01Urb","Ezz15Rev",0.418821439891494
"165","And05Reg","Mal80Env",0.418960560019007
"858","Del13Eur","Ett87Env",0.419532506089921
"1910","Nau03Jou","Nis08Jou",0.420293406588486
"621","Bre15Int","Kum14Jou",0.420463715531032
"1632","Kra98Urb","Pen10Phy",0.422090129245093
"1516","Ign15Dis","Sua80Jou",0.422214225747567
"1815","Man16Reg","Pop74Sov",0.422757405850306
"2003","Pop74Sov","Pum15Cyb",0.423461433587679
"189","And05Reg","Ziq16Asi",0.424851765580628
"565","Bre00Cyb","Kra98Urb",0.425351886416196
"306","Bat01Urb","Soo07Urb",0.42847110516164
"1619","Kra98Urb","Li_16Wor",0.428965554271019
"641","Bre15Int","Sch12Reg",0.429402856763017
"290","Bat01Urb","Mor13Tex",0.429443458796201
"216","Ara14Eco","Ign15Dis",0.430807279592712
"1029","Ett87Env","Oka79Reg",0.431185283715618
"1001","Ett87Env","Faz15Jou",0.434126402822506
"1056","Ezz15Rev","Ign15Dis",0.434739543734311
"486","Bra99Jou","Bre15Int",0.434912176434693
"922","Dim09Urb","Kra98Urb",0.435560331690185
"357","Ber12Cit","Pop74Sov",0.436748616325252
"1662","Kru96Jou","Pop74Sov",0.437072693952998
"172","And05Reg","Nis08Jou",0.437854363041955
"1618","Kra98Urb","LeG08Emp",0.437863806203973
"1207","Gab99Qua","Pop74Sov",0.438044926836235
"643","Bre15Int","Son02Urb",0.438585056215811
"690","Cam90Jou","Pop74Sov",0.439017159719472
"286","Bat01Urb","Mal80Env",0.439219462723459
"2009","Pop74Sov","Soo05Reg",0.441637944084072
"1515","Ign15Dis","Soo07Urb",0.444389209004457
"310","Bat01Urb","Ziq16Asi",0.445110668285079
"1499","Ign15Dis","Mor13Tex",0.445361562639018
"1342","Gon10Jou","Hol10Nat",0.449556194645651
"1768","Luc14Eco","Pop74Sov",0.450089812000782
"1042","Ett87Env","Sua80Jou",0.450629941380358
"631","Bre15Int","Nau03Jou",0.451116057821977
"1540","Iye13Eur","Pop74Sov",0.45262842008479
"1495","Ign15Dis","Mal80Env",0.455137566566276
"293","Bat01Urb","Nis08Jou",0.458113265746406
"1349","Gon10Jou","Kum14Jou",0.458159835958358
"204","Ara14Eco","Ett87Env",0.459222995225503
"2012","Pop74Sov","Ven13Oec",0.459487884450763
"1519","Ign15Dis","Ziq16Asi",0.461028772127896
"1000","Ett87Env","Ezz15Rev",0.463155259367102
"1350","Gon10Jou","LeG08Emp",0.46433505607029
"1369","Gon10Jou","Sch12Reg",0.467098977190343
"135","And05Reg","Bre15Int",0.468677014275446
"502","Bra99Jou","Gon10Jou",0.47260829686202
"1041","Ett87Env","Soo07Urb",0.472804924637248
"1025","Ett87Env","Mor13Tex",0.473777278271809
"1502","Ign15Dis","Nis08Jou",0.474031369589223
"1455","Hol10Nat","Kra98Urb",0.476027444511968
"1371","Gon10Jou","Son02Urb",0.476281176643137
"1165","Gab11Jou","Pop74Sov",0.479480566754092
"1837","Mir86Urb","Pop74Sov",0.480823173698664
"1021","Ett87Env","Mal80Env",0.483553282199067
"1617","Kra98Urb","Kum14Jou",0.484631085824675
"1603","Knu01Ame","Pop74Sov",0.484712105231612
"1359","Gon10Jou","Nau03Jou",0.488812178249303
"256","Bat01Urb","Bre15Int",0.488935916979897
"1045","Ett87Env","Ziq16Asi",0.489444487760687
"1637","Kra98Urb","Sch12Reg",0.49357022705666
"1402","Gue95Urb","Pop74Sov",0.497594190934502
"510","Bra99Jou","Kra98Urb",0.499079546728337
"622","Bre15Int","LeG08Emp",0.502031176497617
"1028","Ett87Env","Nis08Jou",0.502447085222015
"1639","Kra98Urb","Son02Urb",0.502752426509454
"2007","Pop74Sov","She12Com",0.504607458159629
"615","Bre15Int","Ign15Dis",0.504854020822714
"151","And05Reg","Gon10Jou",0.506373134702772
"843","Del04Con","Pop74Sov",0.509698490330803
"1627","Kra98Urb","Nau03Jou",0.51528342811562
"1572","Kam90Jou","Pop74Sov",0.52130341556435
"2004","Pop74Sov","Ros80Jou",0.525962557563239
"272","Bat01Urb","Gon10Jou",0.526632037407223
"159","And05Reg","Kra98Urb",0.532844384569089
"1712","LeG08Emp","Nis08Jou",0.532853827731107
"603","Bre15Int","Ett87Env",0.533269736455505
"1438","Gul12Age","Pop74Sov",0.53405292405589
"115","Ama14Int","Pop74Sov",0.535916370415428
"1977","Par85Jou","Pop74Sov",0.536415768727036
"52","Alp89Jou","Pop74Sov",0.541410959285843
"1343","Gon10Jou","Ign15Dis",0.54255014125004
"1729","LeG08Emp","Ziq16Asi",0.545856425192434
"1705","LeG08Emp","Mal80Env",0.551747630754055
"280","Bat01Urb","Kra98Urb",0.55310328727354
"2013","Pop74Sov","XuZ09Urb",0.554907319401324
"472","Bos08Reg","Pop74Sov",0.558925881985371
"1709","LeG08Emp","Mor13Tex",0.561523634681312
"1725","LeG08Emp","Soo07Urb",0.562495988315873
"1327","Gie10Jou","Pop74Sov",0.564070614325833
"1489","Ign15Dis","Kra98Urb",0.569021391116357
"1007","Ett87Env","Gon10Jou",0.570965856882831
"1063","Ezz15Rev","LeG08Emp",0.57214565358602
"223","Ara14Eco","LeG08Emp",0.576077917727619
"1963","Par83Jou","Pop74Sov",0.578208500836238
"1990","Pen10Phy","Pop74Sov",0.583048684358777
"1726","LeG08Emp","Sua80Jou",0.584670971572763
"583","Bre00Cyb","Pop74Sov",0.58631044152988
"1743","Li_16Wor","Pop74Sov",0.589924109384704
"940","Dim09Urb","Pop74Sov",0.596518886803869
"1015","Ett87Env","Kra98Urb",0.597437106749148
"1107","Faz15Jou","LeG08Emp",0.601174510130616
"1713","LeG08Emp","Oka79Reg",0.604115629237504
"1620","Kra98Urb","Luc14Eco",0.611048367114467
"877","Del13Eur","LeG08Emp",0.6157684068632
"727","Cie16Mis","LeG08Emp",0.620643588252533
"1233","Gan06Eco","LeG08Emp",0.624289461564672
"1473","Hol10Nat","Pop74Sov",0.636985999625652
"1352","Gon10Jou","Luc14Eco",0.637519616980784
"972","Eec04The","LeG08Emp",0.641708634056002
"1690","Kum14Jou","Pop74Sov",0.645589640938359
"1710","LeG08Emp","Mor13Tow",0.646893876099932
"2006","Pop74Sov","Sch12Reg",0.654528782170344
"1720","LeG08Emp","Roz11Ame",0.658560670698777
"528","Bra99Jou","Pop74Sov",0.660038101842021
"1708","LeG08Emp","Mod15Qua",0.660978841423253
"2008","Pop74Sov","Son02Urb",0.663710981623138
"778","Cra05Con","LeG08Emp",0.665357314810677
"400","Bla03Jou","LeG08Emp",0.673192775591494
"1273","Gan13Eco","LeG08Emp",0.674647049559161
"624","Bre15Int","Luc14Eco",0.67521573740811
"1915","Nau03Jou","Pop74Sov",0.676241983229304
"177","And05Reg","Pop74Sov",0.693802939682773
"1706","LeG08Emp","Man16Reg",0.699662656940595
"1718","LeG08Emp","Pum15Cyb",0.700366684677968
"1763","Luc14Eco","Nis08Jou",0.706038388641601
"342","Ber12Cit","LeG08Emp",0.713653867415541
"1647","Kru96Jou","LeG08Emp",0.713977945043287
"298","Bat01Urb","Pop74Sov",0.714061842387224
"1192","Gab99Qua","LeG08Emp",0.714950177926524
"675","Cam90Jou","LeG08Emp",0.715922410809761
"1724","LeG08Emp","Soo05Reg",0.718543195174361
"1780","Luc14Eco","Ziq16Asi",0.719040986102928
"1756","Luc14Eco","Mal80Env",0.724932191664548
"1525","Iye13Eur","LeG08Emp",0.729533671175079
"1507","Ign15Dis","Pop74Sov",0.729979946230041
"1760","Luc14Eco","Mor13Tex",0.734708195591806
"1776","Luc14Eco","Soo07Urb",0.735680549226367
"1727","LeG08Emp","Ven13Oec",0.736393135541052
"1065","Ezz15Rev","Luc14Eco",0.745330214496513
"225","Ara14Eco","Luc14Eco",0.749262478638112
"1150","Gab11Jou","LeG08Emp",0.756385817844381
"1707","LeG08Emp","Mir86Urb",0.757728424788953
"1777","Luc14Eco","Sua80Jou",0.757855532483257
"1033","Ett87Env","Pop74Sov",0.758395661862833
"1588","Knu01Ame","LeG08Emp",0.761617356321901
"1109","Faz15Jou","Luc14Eco",0.774359071041109
"1387","Gue95Urb","LeG08Emp",0.774499442024791
"1764","Luc14Eco","Oka79Reg",0.777300190147997
"1722","LeG08Emp","She12Com",0.781512709249918
"828","Del04Con","LeG08Emp",0.786603741421092
"879","Del13Eur","Luc14Eco",0.788952967773694
"729","Cie16Mis","Luc14Eco",0.793828149163026
"1235","Gan06Eco","Luc14Eco",0.797474022475165
"1557","Kam90Jou","LeG08Emp",0.798208666654639
"1719","LeG08Emp","Ros80Jou",0.802867808653528
"1423","Gul12Age","LeG08Emp",0.810958175146179
"100","Ama14Int","LeG08Emp",0.812821621505717
"1715","LeG08Emp","Par85Jou",0.813321019817325
"974","Eec04The","Luc14Eco",0.814893194966495
"37","Alp89Jou","LeG08Emp",0.818316210376132
"1761","Luc14Eco","Mor13Tow",0.820078437010426
"1771","Luc14Eco","Roz11Ame",0.83174523160927
"1728","LeG08Emp","XuZ09Urb",0.831812570491613
"1759","Luc14Eco","Mod15Qua",0.834163402333747
"457","Bos08Reg","LeG08Emp",0.83583113307566
"780","Cra05Con","Luc14Eco",0.83854187572117
"1312","Gie10Jou","LeG08Emp",0.840975865416122
"402","Bla03Jou","Luc14Eco",0.846377336501987
"1275","Gan13Eco","Luc14Eco",0.847831610469654
"1714","LeG08Emp","Par83Jou",0.855113751926527
"1716","LeG08Emp","Pen10Phy",0.859953935449066
"568","Bre00Cyb","LeG08Emp",0.863215692620169
"1703","LeG08Emp","Li_16Wor",0.866829360474993
"1757","Luc14Eco","Man16Reg",0.872847217851088
"925","Dim09Urb","LeG08Emp",0.873424137894158
"1769","Luc14Eco","Pum15Cyb",0.873551245588462
"344","Ber12Cit","Luc14Eco",0.886838428326035
"1649","Kru96Jou","Luc14Eco",0.88716250595378
"1194","Gab99Qua","Luc14Eco",0.888134738837017
"677","Cam90Jou","Luc14Eco",0.889106971720254
"1775","Luc14Eco","Soo05Reg",0.891727756084855
"1527","Iye13Eur","Luc14Eco",0.902718232085572
"1778","Luc14Eco","Ven13Oec",0.909577696451545
"1458","Hol10Nat","LeG08Emp",0.913891250715941
"1675","Kum14Jou","LeG08Emp",0.922494892028649
"1152","Gab11Jou","Luc14Eco",0.929570378754874
"1758","Luc14Eco","Mir86Urb",0.930912985699446
"1721","LeG08Emp","Sch12Reg",0.931434033260633
"1590","Knu01Ame","Luc14Eco",0.934801917232394
"513","Bra99Jou","LeG08Emp",0.93694335293231
"1723","LeG08Emp","Son02Urb",0.940616232713428
"1389","Gue95Urb","Luc14Eco",0.947684002935285
"1711","LeG08Emp","Nau03Jou",0.953147234319593
"1773","Luc14Eco","She12Com",0.954697270160412
"830","Del04Con","Luc14Eco",0.959788302331586
"162","And05Reg","LeG08Emp",0.970708190773062
"1559","Kam90Jou","Luc14Eco",0.971393227565133
"1770","Luc14Eco","Ros80Jou",0.976052369564022
"1425","Gul12Age","Luc14Eco",0.984142736056673
"102","Ama14Int","Luc14Eco",0.98600618241621
"1766","Luc14Eco","Par85Jou",0.986505580727818
"283","Bat01Urb","LeG08Emp",0.990967093477513
"39","Alp89Jou","Luc14Eco",0.991500771286626
"1779","Luc14Eco","XuZ09Urb",1.00499713140211
"1492","Ign15Dis","LeG08Emp",1.00688519732033
"459","Bos08Reg","Luc14Eco",1.00901569398615
"1314","Gie10Jou","Luc14Eco",1.01416042632662
"1765","Luc14Eco","Par83Jou",1.02829831283702
"1767","Luc14Eco","Pen10Phy",1.03313849635956
"1018","Ett87Env","LeG08Emp",1.03530091295312
"570","Bre00Cyb","Luc14Eco",1.03640025353066
"1730","Li_16Wor","Luc14Eco",1.04001392138549
"927","Dim09Urb","Luc14Eco",1.04660869880465
"1460","Hol10Nat","Luc14Eco",1.08707581162643
"1677","Kum14Jou","Luc14Eco",1.09567945293914
"1772","Luc14Eco","Sch12Reg",1.10461859417113
"515","Bra99Jou","Luc14Eco",1.1101279138428
"1774","Luc14Eco","Son02Urb",1.11380079362392
"1762","Luc14Eco","Nau03Jou",1.12633179523009
"164","And05Reg","Luc14Eco",1.14389275168356
"285","Bat01Urb","Luc14Eco",1.16415165438801
"1494","Ign15Dis","Luc14Eco",1.18006975823082
"1020","Ett87Env","Luc14Eco",1.20848547386362
