"","i","j","diff_sd"
"946","Dim09Urb","Son02Urb",0.0997952677425536
"1220","Gan06Eco","Gan13Eco",0.0998679477626705
"561","Bre00Cyb","Ign15Dis",0.099961731382307
"571","Bre00Cyb","Mal80Env",0.100060722424405
"897","Del13Eur","She12Com",0.100757555257646
"845","Del04Con","Ros80Jou",0.101248513501688
"121","Ama14Int","Son02Urb",0.101260833230702
"676","Cam90Jou","Li_16Wor",0.101599271341312
"1151","Gab11Jou","Li_16Wor",0.101599271341312
"1193","Gab99Qua","Li_16Wor",0.101599271341312
"1589","Knu01Ame","Li_16Wor",0.101599271341312
"1648","Kru96Jou","Li_16Wor",0.101599271341312
"1737","Li_16Wor","Nau03Jou",0.101599271341312
"1739","Li_16Wor","Oka79Reg",0.101599271341312
"1752","Li_16Wor","Sua80Jou",0.101599271341312
"781","Cra05Con","Mal80Env",0.10195591574205
"771","Cra05Con","Ign15Dis",0.102054906784148
"1253","Gan06Eco","She12Com",0.102067828360291
"419","Bla03Jou","Sch12Reg",0.102161049433753
"1689","Kum14Jou","Pen10Phy",0.10250479318235
"517","Bra99Jou","Man16Reg",0.1029457144543
"864","Del13Eur","Gan13Eco",0.102957435855266
"320","Ber12Cit","Del13Eur",0.103703340286122
"276","Bat01Urb","Ign15Dis",0.103849477766883
"286","Bat01Urb","Mal80Env",0.103948468808981
"153","And05Reg","Gul12Age",0.104283465893048
"245","Ara14Eco","Soo05Reg",0.105143356885992
"1259","Gan06Eco","XuZ09Urb",0.10531855672137
"477","Bos08Reg","She12Com",0.105387975940653
"1270","Gan13Eco","Kra98Urb",0.10564171339418
"2009","Pop74Sov","Soo05Reg",0.106597302291002
"1038","Ett87Env","She12Com",0.106608590574191
"772","Cra05Con","Iye13Eur",0.106683068972164
"1839","Mir86Urb","Ros80Jou",0.107369051808017
"444","Bos08Reg","Gan13Eco",0.107587856538274
"1638","Kra98Urb","She12Com",0.107841593991801
"777","Cra05Con","Kum14Jou",0.107944859861434
"1005","Ett87Env","Gan13Eco",0.108808471171812
"854","Del04Con","XuZ09Urb",0.108915664091549
"372","Bla03Jou","Bre00Cyb",0.109254799503314
"705","Cie16Mis","Del13Eur",0.109439213880745
"1643","Kra98Urb","Ven13Oec",0.111482146085676
"65","Ama14Int","And05Reg",0.111825430853993
"1075","Ezz15Rev","Par83Jou",0.112552215838651
"1026","Ett87Env","Mor13Tow",0.112574946631694
"252","Bat01Urb","Bla03Jou",0.11314254588789
"465","Bos08Reg","Mor13Tow",0.113795561265232
"432","Bos08Reg","Cie16Mis",0.114069634563753
"1418","Gul12Age","Kam90Jou",0.114346864905262
"768","Cra05Con","Gue95Urb",0.114367515468854
"1848","Mir86Urb","XuZ09Urb",0.115036202397879
"708","Cie16Mis","Ett87Env",0.115290249197291
"2021","Pum15Cyb","Soo07Urb",0.11570156080034
"1618","Kra98Urb","LeG08Emp",0.115990521968201
"1865","Mod15Qua","Soo05Reg",0.116401520620026
"53","Alp89Jou","Pum15Cyb",0.116734824195295
"1258","Gan06Eco","Ven13Oec",0.117255911717186
"1328","Gie10Jou","Pum15Cyb",0.117456318350433
"2027","Ros80Jou","Sch12Reg",0.117581010656438
"999","Eec04The","Ziq16Asi",0.117646961422802
"78","Ama14Int","Del13Eur",0.11765883538414
"88","Ama14Int","Gie10Jou",0.117754547356954
"885","Del13Eur","Mor13Tow",0.118425981948239
"1","Alp89Jou","Ama14Int",0.118476041512091
"1631","Kra98Urb","Par85Jou",0.118951853765865
"123","Ama14Int","Soo07Urb",0.119509304907046
"137","And05Reg","Cie16Mis",0.120045052357388
"363","Ber12Cit","Son02Urb",0.12010134243956
"1570","Kam90Jou","Par85Jou",0.120563594021131
"853","Del04Con","Ven13Oec",0.120853019087365
"523","Bra99Jou","Nis08Jou",0.12138822490761
"1233","Gan06Eco","LeG08Emp",0.121764287599711
"70","Ama14Int","Bos08Reg",0.122289256067147
"1572","Kam90Jou","Pop74Sov",0.122523506990189
"1399","Gue95Urb","Par83Jou",0.12261628080398
"178","And05Reg","Pum15Cyb",0.123385434853393
"81","Ama14Int","Ett87Env",0.123509870700685
"1557","Kam90Jou","LeG08Emp",0.123524925818795
"218","Ara14Eco","Kam90Jou",0.1239774523952
"760","Cra05Con","Ezz15Rev",0.124431580434183
"1969","Par83Jou","Son02Urb",0.124436868763629
"585","Bre00Cyb","Ros80Jou",0.124674760726
"1246","Gan06Eco","Par85Jou",0.124725619397374
"1420","Gul12Age","Kra98Urb",0.125168582881734
"2051","Sch12Reg","XuZ09Urb",0.1252481612463
"828","Del04Con","LeG08Emp",0.12536139496989
"715","Cie16Mis","Gie10Jou",0.125974168860348
"149","And05Reg","Gan13Eco",0.126526830382867
"12","Alp89Jou","Cie16Mis",0.126695663015486
"1847","Mir86Urb","Ven13Oec",0.126973557393695
"750","Cie16Mis","Soo07Urb",0.127728926410441
"1582","Kam90Jou","Ven13Oec",0.128033301701319
"841","Del04Con","Par85Jou",0.128322726767553
"300","Bat01Urb","Ros80Jou",0.128562507110575
"182","And05Reg","She12Com",0.128726710980487
"1537","Iye13Eur","Par83Jou",0.13030072730067
"1224","Gan06Eco","Gul12Age",0.130942348513244
"1707","LeG08Emp","Mir86Urb",0.131481933276219
"1564","Kam90Jou","Mor13Tex",0.131764919612814
"594","Bre00Cyb","XuZ09Urb",0.132341911315861
"1261","Gan13Eco","Gie10Jou",0.132455946885827
"1691","Kum14Jou","Pum15Cyb",0.132893825959808
"24","Alp89Jou","Gan13Eco",0.133177441040965
"1296","Gan13Eco","Soo07Urb",0.13421070443592
"1835","Mir86Urb","Par85Jou",0.134443265073883
"819","Del04Con","Gul12Age",0.134539455883423
"1332","Gie10Jou","She12Com",0.134655827483448
"1903","Mor13Tow","Son02Urb",0.134823984101677
"1504","Ign15Dis","Par83Jou",0.134928889488686
"1789","Mal80Env","Par83Jou",0.135027880530784
"656","Cam90Jou","Ett87Env",0.135181268538014
"1002","Ett87Env","Gab11Jou",0.135181268538014
"1003","Ett87Env","Gab99Qua",0.135181268538014
"1014","Ett87Env","Knu01Ame",0.135181268538014
"1016","Ett87Env","Kru96Jou",0.135181268538014
"1027","Ett87Env","Nau03Jou",0.135181268538014
"1029","Ett87Env","Oka79Reg",0.135181268538014
"1042","Ett87Env","Sua80Jou",0.135181268538014
"57","Alp89Jou","She12Com",0.135377321638585
"82","Ama14Int","Ezz15Rev",0.135728251371578
"309","Bat01Urb","XuZ09Urb",0.136229657700437
"431","Bos08Reg","Cam90Jou",0.136401883171552
"441","Bos08Reg","Gab11Jou",0.136401883171552
"442","Bos08Reg","Gab99Qua",0.136401883171552
"453","Bos08Reg","Knu01Ame",0.136401883171552
"455","Bos08Reg","Kru96Jou",0.136401883171552
"466","Bos08Reg","Nau03Jou",0.136401883171552
"468","Bos08Reg","Oka79Reg",0.136401883171552
"481","Bos08Reg","Sua80Jou",0.136401883171552
"2055","She12Com","Soo07Urb",0.13641058503354
"2050","Sch12Reg","Ven13Oec",0.137185516242116
"788","Cra05Con","Nis08Jou",0.137847504043456
"1583","Kam90Jou","XuZ09Urb",0.139970656697135
"1571","Kam90Jou","Pen10Phy",0.140153723197242
"1748","Li_16Wor","She12Com",0.140190587770894
"801","Cra05Con","Soo07Urb",0.140650526898715
"1428","Gul12Age","Mir86Urb",0.140659994189753
"889","Del13Eur","Par83Jou",0.140834870917066
"653","Cam90Jou","Del13Eur",0.14103230385456
"861","Del13Eur","Gab11Jou",0.14103230385456
"862","Del13Eur","Gab99Qua",0.14103230385456
"873","Del13Eur","Knu01Ame",0.14103230385456
"875","Del13Eur","Kru96Jou",0.14103230385456
"886","Del13Eur","Nau03Jou",0.14103230385456
"888","Del13Eur","Oka79Reg",0.14103230385456
"901","Del13Eur","Sua80Jou",0.14103230385456
"13","Alp89Jou","Cra05Con",0.14168379029367
"1721","LeG08Emp","Sch12Reg",0.14169389212464
"2037","Roz11Ame","She12Com",0.142322042724395
"1274","Gan13Eco","Li_16Wor",0.142390468368514
"766","Cra05Con","Gie10Jou",0.142405284448808
"1464","Hol10Nat","Mod15Qua",0.142591335939902
"1822","Man16Reg","Soo05Reg",0.143126724630967
"709","Cie16Mis","Ezz15Rev",0.143947872874973
"412","Bla03Jou","Par83Jou",0.144221957609693
"1634","Kra98Urb","Pum15Cyb",0.14427055184208
"593","Bre00Cyb","Ven13Oec",0.144279266311677
"1291","Gan13Eco","Roz11Ame",0.144521923322016
"1981","Par85Jou","Sch12Reg",0.144655223922304
"469","Bos08Reg","Par83Jou",0.145465291600074
"90","Ama14Int","Gue95Urb",0.145792316336907
"1030","Ett87Env","Par83Jou",0.146685906233612
"1574","Kam90Jou","Ros80Jou",0.147637807286997
"308","Bat01Urb","Ven13Oec",0.148167012696253
"138","And05Reg","Cra05Con",0.148334400951768
"568","Bre00Cyb","LeG08Emp",0.148787642194202
"728","Cie16Mis","Li_16Wor",0.148872246393993
"1249","Gan06Eco","Pum15Cyb",0.150044317473589
"1050","Ezz15Rev","Gan13Eco",0.150429650900451
"1442","Gul12Age","Sch12Reg",0.150871953038174
"745","Cie16Mis","Roz11Ame",0.151003701347495
"512","Bra99Jou","Kum14Jou",0.151290869089633
"581","Bre00Cyb","Par85Jou",0.151748973991865
"1422","Gul12Age","Kum14Jou",0.151995794920154
"1083","Ezz15Rev","She12Com",0.152629531498072
"283","Bat01Urb","LeG08Emp",0.152675388578777
"94","Ama14Int","Iye13Eur",0.153476762833597
"844","Del04Con","Pum15Cyb",0.153641424843768
"717","Cie16Mis","Gue95Urb",0.154011937840301
"304","Bat01Urb","Son02Urb",0.155516280485432
"296","Bat01Urb","Par85Jou",0.155636720376441
"782","Cra05Con","Man16Reg",0.156290014496766
"519","Bra99Jou","Mod15Qua",0.156582530796692
"101","Ama14Int","Li_16Wor",0.157091867897388
"696","Cam90Jou","Son02Urb",0.157430306007998
"1171","Gab11Jou","Son02Urb",0.157430306007998
"1213","Gab99Qua","Son02Urb",0.157430306007998
"1609","Knu01Ame","Son02Urb",0.157430306007998
"1668","Kru96Jou","Son02Urb",0.157430306007998
"1921","Nau03Jou","Son02Urb",0.157430306007998
"1954","Oka79Reg","Son02Urb",0.157430306007998
"2062","Son02Urb","Sua80Jou",0.157430306007998
"1485","Hol10Nat","Ziq16Asi",0.157920456377348
"559","Bre00Cyb","Gul12Age",0.157965703107735
"93","Ama14Int","Ign15Dis",0.158104925021613
"103","Ama14Int","Mal80Env",0.158203916063711
"1688","Kum14Jou","Par85Jou",0.158212524036023
"118","Ama14Int","Roz11Ame",0.159223322850889
"589","Bre00Cyb","Son02Urb",0.159404026870008
"1965","Par83Jou","Ros80Jou",0.159641918832379
"1838","Mir86Urb","Pum15Cyb",0.159761963150098
"1263","Gan13Eco","Gue95Urb",0.16049371586578
"1675","Kum14Jou","LeG08Emp",0.161173855833687
"1939","Nis08Jou","Soo05Reg",0.161569235084277
"721","Cie16Mis","Iye13Eur",0.161696384336992
"274","Bat01Urb","Gul12Age",0.161853449492311
"1407","Gue95Urb","She12Com",0.162693596463401
"1933","Nis08Jou","Pum15Cyb",0.162796470141831
"395","Bla03Jou","Kam90Jou",0.163057768509682
"1700","Kum14Jou","Ven13Oec",0.165682231716212
"720","Cie16Mis","Ign15Dis",0.166324546525008
"730","Cie16Mis","Mal80Env",0.166423537567106
"2046","Sch12Reg","Son02Urb",0.166497776939569
"1974","Par83Jou","XuZ09Urb",0.167309069422241
"69","Ama14Int","Bla03Jou",0.16739799314262
"1267","Gan13Eco","Iye13Eur",0.168178162362471
"642","Bre15Int","She12Com",0.169139457045285
"775","Cra05Con","Kra98Urb",0.169219517940454
"2017","Pum15Cyb","Sch12Reg",0.169973921998519
"1545","Iye13Eur","She12Com",0.170378042960091
"609","Bre15Int","Gan13Eco",0.171339337642905
"261","Bat01Urb","Del13Eur",0.17191428263887
"1560","Kam90Jou","Mal80Env",0.172251845588591
"1487","Ign15Dis","Kam90Jou",0.172350836630689
"1266","Gan13Eco","Ign15Dis",0.172806324550486
"1276","Gan13Eco","Mal80Env",0.172905315592584
"764","Cra05Con","Gan06Eco",0.174993283571964
"1512","Ign15Dis","She12Com",0.175006205148107
"1797","Mal80Env","She12Com",0.175105196190205
"375","Bla03Jou","Cie16Mis",0.175617614646015
"546","Bre00Cyb","Del13Eur",0.175802029023446
"253","Bat01Urb","Bos08Reg",0.176544703321877
"1843","Mir86Urb","Son02Urb",0.17670973578799
"1520","Iye13Eur","Kam90Jou",0.176978998818705
"584","Bre00Cyb","Pum15Cyb",0.17706767206808
"1701","Kum14Jou","XuZ09Urb",0.177619586712027
"264","Bat01Urb","Ett87Env",0.177765317955415
"597","Bre15Int","Cie16Mis",0.177821115668384
"755","Cra05Con","Del04Con",0.178590390942143
"1973","Par83Jou","Ven13Oec",0.179246424418056
"1740","Li_16Wor","Par83Jou",0.180267903430315
"429","Bos08Reg","Bre00Cyb",0.180432449706453
"299","Bat01Urb","Pum15Cyb",0.180955418452656
"1816","Man16Reg","Pum15Cyb",0.181238980595141
"549","Bre00Cyb","Ett87Env",0.181653064339991
"1433","Gul12Age","Nis08Jou",0.181898439102177
"387","Bla03Jou","Gan13Eco",0.182099392671493
"1966","Par83Jou","Roz11Ame",0.182399358383816
"117","Ama14Int","Ros80Jou",0.182817954365305
"849","Del04Con","Son02Urb",0.18283027409432
"896","Del13Eur","Sch12Reg",0.182895779093007
"1714","LeG08Emp","Par83Jou",0.183754800300581
"945","Dim09Urb","She12Com",0.184154820846762
"420","Bla03Jou","She12Com",0.184299273269114
"1382","Gue95Urb","Kam90Jou",0.184663445315396
"783","Cra05Con","Mir86Urb",0.184710929248473
"1692","Kum14Jou","Ros80Jou",0.185286737301889
"73","Ama14Int","Bre15Int",0.186040737171779
"912","Dim09Urb","Gan13Eco",0.186354701444382
"1254","Gan06Eco","Son02Urb",0.186427381464499
"1961","Par83Jou","Par85Jou",0.186716132098244
"1134","Faz15Jou","Ziq16Asi",0.187495466340163
"476","Bos08Reg","Sch12Reg",0.187526199776015
"1930","Nis08Jou","Par85Jou",0.188115168218046
"1037","Ett87Env","Sch12Reg",0.188746814409553
"508","Bra99Jou","Kam90Jou",0.188939799104525
"126","Ama14Int","XuZ09Urb",0.190485104955167
"744","Cie16Mis","Ros80Jou",0.1910375758687
"1712","LeG08Emp","Nis08Jou",0.19107650001571
"1697","Kum14Jou","Soo05Reg",0.1914718792663
"1639","Kra98Urb","Son02Urb",0.192201147096009
"793","Cra05Con","Pop74Sov",0.192819436836731
"706","Cie16Mis","Dim09Urb",0.192836479469861
"1435","Gul12Age","Par83Jou",0.192932861214114
"882","Del13Eur","Mir86Urb",0.193107737941428
"199","Ara14Eco","Cra05Con",0.194273382241741
"1058","Ezz15Rev","Kam90Jou",0.194727510280724
"797","Cra05Con","Sch12Reg",0.194922888096894
"1942","Nis08Jou","Ven13Oec",0.195584875898235
"1290","Gan13Eco","Ros80Jou",0.197519353894179
"462","Bos08Reg","Mir86Urb",0.197738158624436
"753","Cie16Mis","XuZ09Urb",0.198704726458562
"1023","Ett87Env","Mir86Urb",0.198958773257974
"806","Del04Con","Del13Eur",0.199228276247758
"2028","Ros80Jou","She12Com",0.1997192344918
"1427","Gul12Age","Man16Reg",0.200340949555487
"399","Bla03Jou","Kum14Jou",0.200706698524575
"79","Ama14Int","Dim09Urb",0.201056100973256
"1372","Gon10Jou","Soo05Reg",0.201559393384518
"544","Bre00Cyb","Cra05Con",0.202016638166455
"785","Cra05Con","Mor13Tex",0.202060849459355
"125","Ama14Int","Ven13Oec",0.202422459950983
"863","Del13Eur","Gan06Eco",0.202825383617937
"434","Bos08Reg","Del04Con",0.203858696930765
"362","Ber12Cit","She12Com",0.204460895543768
"809","Del04Con","Ett87Env",0.205079311564303
"1299","Gan13Eco","XuZ09Urb",0.205186504484041
"1857","Mod15Qua","Pen10Phy",0.205368606703976
"259","Bat01Urb","Cra05Con",0.205904384551031
"1813","Man16Reg","Par85Jou",0.206557678671356
"329","Ber12Cit","Gan13Eco",0.206660776141388
"100","Ama14Int","LeG08Emp",0.206930835833508
"2058","She12Com","XuZ09Urb",0.207386385081661
"443","Bos08Reg","Gan06Eco",0.207455804300944
"1943","Nis08Jou","XuZ09Urb",0.20752223089405
"874","Del13Eur","Kra98Urb",0.208599149249446
"1004","Ett87Env","Gan06Eco",0.208676418934482
"634","Bre15Int","Par83Jou",0.209216772704706
"1706","LeG08Emp","Man16Reg",0.20951901046902
"113","Ama14Int","Par85Jou",0.209892167631171
"1678","Kum14Jou","Mal80Env",0.209900775603484
"1491","Ign15Dis","Kum14Jou",0.209999766645582
"792","Cra05Con","Pen10Phy",0.210449653043783
"752","Cie16Mis","Ven13Oec",0.210642081454378
"1580","Kam90Jou","Soo07Urb",0.210946456745256
"284","Bat01Urb","Li_16Wor",0.211347315152118
"32","Alp89Jou","Kam90Jou",0.211979720140211
"1964","Par83Jou","Pum15Cyb",0.212034830174459
"1307","Gie10Jou","Kam90Jou",0.212701214295349
"183","And05Reg","Son02Urb",0.213086264084695
"317","Ber12Cit","Cie16Mis",0.213142554166867
"454","Bos08Reg","Kra98Urb",0.213229569932454
"301","Bat01Urb","Roz11Ame",0.213478770105619
"1850","Mod15Qua","Mor13Tex",0.213757410288404
"1825","Man16Reg","Ven13Oec",0.214027386351544
"1015","Ett87Env","Kra98Urb",0.214450184565992
"1524","Iye13Eur","Kum14Jou",0.214627928833598
"727","Cie16Mis","LeG08Emp",0.215150457336902
"1934","Nis08Jou","Ros80Jou",0.215189381483912
"569","Bre00Cyb","Li_16Wor",0.215235061536694
"1377","Gon10Jou","Ziq16Asi",0.215353919552758
"91","Ama14Int","Gul12Age",0.216108896747041
"1298","Gan13Eco","Ven13Oec",0.217123859479856
"586","Bre00Cyb","Roz11Ame",0.217366516490195
"2003","Pop74Sov","Pum15Cyb",0.217768402935106
"740","Cie16Mis","Par85Jou",0.218111789134566
"157","And05Reg","Kam90Jou",0.218630330798309
"1333","Gie10Jou","Son02Urb",0.219015380587656
"1902","Mor13Tow","She12Com",0.219183537205885
"239","Ara14Eco","Pum15Cyb",0.219222348340116
"2057","She12Com","Ven13Oec",0.219323740077477
"58","Alp89Jou","Son02Urb",0.219736874742793
"2061","Son02Urb","Soo07Urb",0.220770138137748
"68","Ama14Int","Ber12Cit",0.221362175670262
"1281","Gan13Eco","Mor13Tow",0.221383417803506
"229","Ara14Eco","Mod15Qua",0.221544877506018
"1273","Gan13Eco","LeG08Emp",0.221632235362381
"1386","Gue95Urb","Kum14Jou",0.222312375330288
"1747","Li_16Wor","Sch12Reg",0.222328811606255
"1858","Mod15Qua","Pop74Sov",0.222998822911028
"1722","LeG08Emp","She12Com",0.223832115960002
"937","Dim09Urb","Par83Jou",0.224232136506182
"718","Cie16Mis","Gul12Age",0.224328518250436
"2036","Roz11Ame","Sch12Reg",0.224460266559757
"1286","Gan13Eco","Par85Jou",0.224593567160045
"1826","Man16Reg","XuZ09Urb",0.22596474134736
"1982","Par85Jou","She12Com",0.226793447757665
"1879","Mor13Tex","Pum15Cyb",0.22700981555773
"735","Cie16Mis","Mor13Tow",0.227865195828984
"1579","Kam90Jou","Soo05Reg",0.229120809281192
"140","And05Reg","Del13Eur",0.229484266238133
"410","Bla03Jou","Nis08Jou",0.230609342706598
"1264","Gan13Eco","Gul12Age",0.230810296275914
"1062","Ezz15Rev","Kum14Jou",0.232376440295617
"1733","Li_16Wor","Mir86Urb",0.232540770454676
"1443","Gul12Age","She12Com",0.233010176873535
"1817","Man16Reg","Ros80Jou",0.233631891937222
"132","And05Reg","Bos08Reg",0.234114686921141
"1840","Mir86Urb","Roz11Ame",0.234672225408178
"116","Ama14Int","Pum15Cyb",0.235210865707386
"143","And05Reg","Ett87Env",0.235335301554679
"1991","Pen10Phy","Pum15Cyb",0.235398619142158
"865","Del13Eur","Gie10Jou",0.235413382741093
"108","Ama14Int","Mor13Tow",0.236084817332379
"15","Alp89Jou","Del13Eur",0.236134876896231
"1438","Gul12Age","Pop74Sov",0.236870371895451
"790","Cra05Con","Par83Jou",0.236983796272834
"1084","Ezz15Rev","Son02Urb",0.23698908460228
"900","Del13Eur","Soo07Urb",0.237168140291186
"214","Ara14Eco","Gul12Age",0.238324317300461
"829","Del04Con","Li_16Wor",0.238661308761006
"1554","Kam90Jou","Kra98Urb",0.239515447786996
"1787","Mal80Env","Nis08Jou",0.239803419785507
"1502","Ign15Dis","Nis08Jou",0.239902410827605
"445","Bos08Reg","Gie10Jou",0.240043803424101
"256","Bat01Urb","Bre15Int",0.240296184426509
"7","Alp89Jou","Bos08Reg",0.240765297579239
"846","Del04Con","Roz11Ame",0.240792763714507
"1006","Ett87Env","Gie10Jou",0.241264418057639
"502","Bra99Jou","Gon10Jou",0.241740403561184
"695","Cam90Jou","She12Com",0.241789859112206
"1170","Gab11Jou","She12Com",0.241789859112206
"1212","Gab99Qua","She12Com",0.241789859112206
"1608","Knu01Ame","She12Com",0.241789859112206
"1667","Kru96Jou","She12Com",0.241789859112206
"1920","Nau03Jou","She12Com",0.241789859112206
"1953","Oka79Reg","She12Com",0.241789859112206
"2056","She12Com","Sua80Jou",0.241789859112206
"480","Bos08Reg","Soo07Urb",0.241798560974193
"18","Alp89Jou","Ett87Env",0.241985912212777
"1234","Gan06Eco","Li_16Wor",0.242258416131185
"1041","Ett87Env","Soo07Urb",0.243019175607732
"1977","Par85Jou","Pop74Sov",0.243087101011321
"743","Cie16Mis","Pum15Cyb",0.243430487210781
"662","Cam90Jou","Gan13Eco",0.243989739709826
"1137","Gab11Jou","Gan13Eco",0.243989739709826
"1179","Gab99Qua","Gan13Eco",0.243989739709826
"1269","Gan13Eco","Knu01Ame",0.243989739709826
"1271","Gan13Eco","Kru96Jou",0.243989739709826
"1282","Gan13Eco","Nau03Jou",0.243989739709826
"1284","Gan13Eco","Oka79Reg",0.243989739709826
"1297","Gan13Eco","Sua80Jou",0.243989739709826
"541","Bre00Cyb","Bre15Int",0.244183930811085
"1251","Gan06Eco","Roz11Ame",0.244389871084686
"1535","Iye13Eur","Nis08Jou",0.244530573015621
